Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
25/05/2024,PA004,Perth,London,Premium Economy,"1,245.00",Yes,0,Nut Free
24/10/2024,PA010,Tokyo,New York,First Class,410.00,Yes,0,Dairy Free
14/08/2024,PA005,London,Tokyo,Economy,"2,985.00",Yes,0,Dairy Free
07/08/2024,PA011,Perth,Tokyo,Premium Economy,910.00,Yes,2,Vegetarian
25/05/2024,PA012,Tokyo,Perth,First Class,304.00,Yes,2,
31/01/2024,PA003,London,Perth,Premium Economy,"1,122.50",Yes,3,Vegan
02/03/2024,PA003,London,Perth,Premium Economy,"1,457.50",Yes,2,Vegan
29/05/2024,PA005,London,Tokyo,Economy,"2,290.00",Yes,0,Dairy Free
19/10/2024,PA004,Perth,London,First Class,686.00,Yes,2,
31/08/2024,PA010,Tokyo,New York,Business Class,760.80,Yes,0,Vegetarian
02/03/2024,PA004,Perth,London,Premium Economy,"1,735.00",Yes,0,Nut Free
02/10/2024,PA010,Tokyo,New York,Business Class,669.60,Yes,0,Dairy Free
01/05/2024,PA006,Tokyo,London,First Class,397.00,Yes,0,Dairy Free
11/12/2024,PA005,London,Tokyo,Business Class,589.20,Yes,2,Vegetarian
16/09/2024,PA004,Perth,London,First Class,221.00,Yes,3,Nut Free
25/10/2024,PA007,New York,Perth,Economy,"1,190.00",Yes,3,Vegan
16/02/2024,PA012,Tokyo,Perth,First Class,627.00,Yes,0,
10/09/2024,PA003,London,Perth,Business Class,316.80,Yes,1,Egg Free
06/11/2024,PA005,London,Tokyo,Premium Economy,"1,705.00",Yes,3,Egg Free
30/09/2024,PA004,Perth,London,Premium Economy,"1,590.00",Yes,2,Vegan
24/03/2024,PA003,London,Perth,First Class,247.00,Yes,3,Dairy Free
16/02/2024,PA001,London,New York,First Class,660.00,Yes,3,Dairy Free
20/10/2024,PA009,New York,Tokyo,Economy,"1,630.00",Yes,1,
05/01/2024,PA011,Perth,Tokyo,Premium Economy,"1,595.00",Yes,0,Dairy Free
27/12/2024,PA009,New York,Tokyo,First Class,413.00,Yes,2,Vegetarian
28/01/2024,PA010,Tokyo,New York,Economy,"1,445.00",Yes,2,Egg Free
29/03/2024,PA003,London,Perth,Premium Economy,572.50,Yes,3,Nut Free
26/05/2024,PA005,London,Tokyo,First Class,570.00,Yes,3,Vegan
12/04/2024,PA009,New York,Tokyo,Economy,"3,215.00",Yes,0,Vegetarian
18/09/2024,PA007,New York,Perth,Economy,"2,045.00",Yes,2,Egg Free
26/12/2024,PA001,London,New York,First Class,280.00,Yes,2,Vegetarian
13/12/2024,PA003,London,Perth,Economy,"1,065.00",Yes,1,
18/05/2024,PA008,Perth,New York,Economy,"2,145.00",Yes,0,Egg Free
27/06/2024,PA010,Tokyo,New York,Premium Economy,"1,445.00",Yes,3,Vegetarian
17/10/2024,PA010,Tokyo,New York,Premium Economy,"1,012.50",Yes,2,Vegetarian
02/05/2024,PA004,Perth,London,First Class,603.00,Yes,3,Nut Free
10/02/2024,PA005,London,Tokyo,Economy,"1,220.00",Yes,3,Egg Free
11/01/2024,PA004,Perth,London,Business Class,710.40,Yes,1,
28/04/2024,PA006,Tokyo,London,Premium Economy,660.00,Yes,3,Nut Free
27/05/2024,PA005,London,Tokyo,First Class,677.00,Yes,0,Egg Free
02/08/2024,PA011,Perth,Tokyo,Economy,"1,465.00",Yes,3,
23/02/2024,PA006,Tokyo,London,Business Class,518.40,Yes,1,
01/02/2024,PA010,Tokyo,New York,First Class,424.00,Yes,0,Dairy Free
22/01/2024,PA008,Perth,New York,Business Class,676.80,Yes,1,
18/07/2024,PA009,New York,Tokyo,First Class,247.00,Yes,2,Vegetarian
24/11/2024,PA008,Perth,New York,Business Class,484.80,Yes,3,Egg Free
02/04/2024,PA010,Tokyo,New York,Economy,"1,695.00",Yes,2,Dairy Free
27/11/2024,PA012,Tokyo,Perth,Business Class,561.60,Yes,1,Vegetarian
14/10/2024,PA009,New York,Tokyo,Economy,"1,150.00",Yes,2,Vegan
19/07/2024,PA001,London,New York,First Class,364.00,Yes,0,Nut Free
07/06/2024,PA009,New York,Tokyo,Premium Economy,"1,580.00",Yes,2,Vegan
22/03/2024,PA003,London,Perth,First Class,623.00,Yes,0,Vegetarian
06/11/2024,PA005,London,Tokyo,First Class,677.00,Yes,3,Vegetarian
20/12/2024,PA012,Tokyo,Perth,Economy,"3,200.00",Yes,1,Egg Free
28/08/2024,PA001,London,New York,Premium Economy,"1,337.50",Yes,1,Egg Free
25/12/2024,PA002,New York,London,Economy,"2,585.00",Yes,3,Vegan
16/08/2024,PA007,New York,Perth,First Class,383.00,Yes,2,Dairy Free
02/03/2024,PA008,Perth,New York,Business Class,747.60,Yes,3,Vegan
13/09/2024,PA008,Perth,New York,Business Class,351.60,Yes,1,
25/09/2024,PA008,Perth,New York,First Class,534.00,Yes,1,Dairy Free
27/10/2024,PA012,Tokyo,Perth,Economy,"1,130.00",Yes,1,Vegan
11/09/2024,PA010,Tokyo,New York,Premium Economy,"1,382.50",Yes,3,Egg Free
16/07/2024,PA002,New York,London,First Class,535.00,Yes,3,
09/02/2024,PA003,London,Perth,Business Class,355.20,Yes,3,Vegetarian
20/01/2024,PA008,Perth,New York,Business Class,274.80,Yes,0,Vegan
08/09/2024,PA001,London,New York,Business Class,727.20,Yes,3,Nut Free
15/09/2024,PA011,Perth,Tokyo,First Class,333.00,Yes,3,Nut Free
29/11/2024,PA003,London,Perth,Premium Economy,915.00,Yes,0,Dairy Free
10/02/2024,PA007,New York,Perth,First Class,687.00,Yes,1,Dairy Free
14/06/2024,PA012,Tokyo,Perth,Premium Economy,"1,547.50",Yes,3,Nut Free
15/05/2024,PA010,Tokyo,New York,Premium Economy,945.00,Yes,1,Egg Free
19/07/2024,PA006,Tokyo,London,First Class,654.00,Yes,1,Vegetarian
06/11/2024,PA003,London,Perth,First Class,311.00,Yes,2,Vegan
11/02/2024,PA005,London,Tokyo,Business Class,552.00,Yes,2,Nut Free
14/04/2024,PA005,London,Tokyo,First Class,256.00,Yes,3,Nut Free
08/11/2024,PA008,Perth,New York,Business Class,824.40,Yes,2,Nut Free
05/02/2024,PA008,Perth,New York,Premium Economy,"1,367.50",Yes,2,
26/09/2024,PA004,Perth,London,Economy,"1,440.00",Yes,3,Vegan
15/06/2024,PA012,Tokyo,Perth,Business Class,724.80,Yes,3,Nut Free
25/02/2024,PA006,Tokyo,London,Economy,"1,555.00",Yes,1,Vegan
13/11/2024,PA001,London,New York,Business Class,450.00,Yes,0,Dairy Free
16/05/2024,PA004,Perth,London,First Class,609.00,Yes,1,
13/04/2024,PA008,Perth,New York,Business Class,481.20,Yes,3,Egg Free
26/12/2024,PA006,Tokyo,London,Premium Economy,"1,060.00",Yes,1,Vegan
06/01/2024,PA001,London,New York,Premium Economy,"1,515.00",Yes,1,Egg Free
30/11/2024,PA006,Tokyo,London,First Class,264.00,Yes,0,Egg Free
23/12/2024,PA012,Tokyo,Perth,First Class,315.00,Yes,1,Vegan
11/04/2024,PA011,Perth,Tokyo,First Class,506.00,Yes,3,Nut Free
19/01/2024,PA004,Perth,London,Economy,"3,495.00",Yes,3,Vegetarian
17/10/2024,PA009,New York,Tokyo,Premium Economy,"1,172.50",Yes,1,Nut Free
22/09/2024,PA008,Perth,New York,Business Class,686.40,Yes,2,Nut Free
08/11/2024,PA005,London,Tokyo,Premium Economy,747.50,Yes,0,Dairy Free
16/04/2024,PA006,Tokyo,London,Premium Economy,"1,080.00",Yes,0,Egg Free
24/08/2024,PA012,Tokyo,Perth,Economy,"3,490.00",Yes,1,Egg Free
21/05/2024,PA012,Tokyo,Perth,Premium Economy,"1,415.00",Yes,2,Dairy Free
27/03/2024,PA010,Tokyo,New York,Premium Economy,755.00,Yes,1,Dairy Free
11/11/2024,PA011,Perth,Tokyo,First Class,281.00,Yes,3,Nut Free
10/10/2024,PA003,London,Perth,First Class,306.00,Yes,3,Vegetarian
14/10/2024,PA005,London,Tokyo,Business Class,526.80,Yes,0,Dairy Free
17/05/2024,PA001,London,New York,Premium Economy,"1,117.50",Yes,3,Nut Free
28/09/2024,PA006,Tokyo,London,Economy,"3,430.00",Yes,1,Vegetarian
28/06/2024,PA012,Tokyo,Perth,Economy,"2,535.00",Yes,3,Nut Free
26/07/2024,PA012,Tokyo,Perth,Business Class,418.80,Yes,1,Egg Free
27/07/2024,PA007,New York,Perth,First Class,215.00,Yes,1,Nut Free
22/05/2024,PA001,London,New York,Economy,"1,300.00",Yes,2,Vegan
04/12/2024,PA006,Tokyo,London,Premium Economy,637.50,Yes,1,Egg Free
26/05/2024,PA008,Perth,New York,Premium Economy,522.50,Yes,1,Egg Free
19/02/2024,PA003,London,Perth,Business Class,328.80,Yes,3,Nut Free
13/10/2024,PA010,Tokyo,New York,First Class,385.00,Yes,0,Vegan
21/03/2024,PA005,London,Tokyo,Premium Economy,"1,145.00",Yes,1,Vegan
10/08/2024,PA011,Perth,Tokyo,Business Class,556.80,Yes,2,
31/12/2024,PA004,Perth,London,First Class,237.00,Yes,2,Nut Free
24/03/2024,PA010,Tokyo,New York,Premium Economy,"1,122.50",Yes,0,Egg Free
11/09/2024,PA012,Tokyo,Perth,Business Class,819.60,Yes,3,Egg Free
11/06/2024,PA012,Tokyo,Perth,Premium Economy,"1,062.50",Yes,1,Nut Free
22/09/2024,PA003,London,Perth,Economy,"3,195.00",Yes,1,Vegetarian
18/07/2024,PA012,Tokyo,Perth,Premium Economy,892.50,Yes,0,Vegan
14/08/2024,PA006,Tokyo,London,Economy,"2,325.00",Yes,0,Nut Free
27/04/2024,PA012,Tokyo,Perth,Economy,"1,280.00",Yes,1,
18/10/2024,PA008,Perth,New York,First Class,292.00,Yes,3,Vegan
13/07/2024,PA011,Perth,Tokyo,Economy,"1,605.00",Yes,1,Vegetarian
17/11/2024,PA010,Tokyo,New York,Business Class,517.20,Yes,0,Dairy Free
29/06/2024,PA007,New York,Perth,Business Class,801.60,Yes,2,Dairy Free
02/02/2024,PA006,Tokyo,London,Economy,"1,240.00",Yes,2,Vegetarian
11/11/2024,PA001,London,New York,Business Class,739.20,Yes,2,Dairy Free
11/03/2024,PA002,New York,London,Business Class,750.00,Yes,1,Nut Free
22/10/2024,PA005,London,Tokyo,First Class,533.00,Yes,0,Nut Free
04/07/2024,PA006,Tokyo,London,First Class,366.00,Yes,0,Vegan
26/09/2024,PA010,Tokyo,New York,Premium Economy,640.00,Yes,0,Vegetarian
28/07/2024,PA003,London,Perth,Economy,"3,375.00",Yes,1,
27/02/2024,PA002,New York,London,Premium Economy,"1,565.00",Yes,2,Vegetarian
29/02/2024,PA010,Tokyo,New York,Premium Economy,"1,135.00",Yes,3,Egg Free
13/10/2024,PA007,New York,Perth,Business Class,686.40,Yes,3,Dairy Free
21/06/2024,PA011,Perth,Tokyo,Business Class,829.20,Yes,1,Vegan
19/04/2024,PA009,New York,Tokyo,Economy,"1,085.00",Yes,3,
08/09/2024,PA005,London,Tokyo,Economy,"1,115.00",Yes,3,Dairy Free
13/04/2024,PA004,Perth,London,Business Class,410.40,Yes,3,
06/12/2024,PA005,London,Tokyo,Economy,"1,130.00",Yes,3,Nut Free
25/07/2024,PA007,New York,Perth,Premium Economy,"1,482.50",Yes,3,Vegan
26/10/2024,PA001,London,New York,Economy,"1,205.00",Yes,0,Dairy Free
23/11/2024,PA005,London,Tokyo,Economy,"2,070.00",Yes,2,Egg Free
04/11/2024,PA003,London,Perth,First Class,210.00,Yes,3,Nut Free
29/04/2024,PA012,Tokyo,Perth,Economy,"3,490.00",Yes,0,Dairy Free
26/09/2024,PA001,London,New York,First Class,207.00,Yes,2,Vegetarian
06/01/2024,PA004,Perth,London,First Class,236.00,Yes,1,Nut Free
